ProductKey,CustomerKey,SalesOrderNumber,SalesAmount,OrderDate,ShipDate
465,13963,SO57249,24.49,2025-05-01,2025-05-08
487,17479,SO57250,54.99,2025-05-01,2025-05-08
484,17479,SO57250,7.95,2025-05-01,2025-05-08
376,12632,SO57251,2443.35,2025-05-01,2025-05-08
540,12632,SO57251,32.60,2025-05-01,2025-05-08
588,18004,SO57252,769.49,2025-05-01,2025-05-08
231,18004,SO57252,49.99,2025-05-01,2025-05-08
214,11223,SO57253,34.99,2025-05-01,2025-05-08
480,11504,SO57254,2.29,2025-05-01,2025-05-08
529,11163,SO57255,3.99,2025-05-01,2025-05-08
529,29109,SO57256,3.99,2025-05-01,2025-05-08
480,29109,SO57256,2.29,2025-05-01,2025-05-08
539,27214,SO57257,24.99,2025-05-01,2025-05-08
529,27214,SO57257,3.99,2025-05-01,2025-05-08
486,27214,SO57257,159.00,2025-05-01,2025-05-08
530,11215,SO57258,4.99,2025-05-01,2025-05-08
535,25338,SO57259,24.99,2025-05-01,2025-05-08
480,25338,SO57259,2.29,2025-05-01,2025-05-08
528,11185,SO57260,4.99,2025-05-01,2025-05-08
535,11185,SO57260,24.99,2025-05-01,2025-05-08
535,25842,SO57261,24.99,2025-05-01,2025-05-08
480,25842,SO57261,2.29,2025-05-01,2025-05-08
536,23282,SO57262,29.99,2025-05-01,2025-05-08
528,23282,SO57262,4.99,2025-05-01,2025-05-08
480,23282,SO57262,2.29,2025-05-01,2025-05-08
536,22756,SO57263,29.99,2025-05-01,2025-05-08
528,22756,SO57263,4.99,2025-05-01,2025-05-08
217,22756,SO57263,34.99,2025-05-01,2025-05-08
540,24530,SO57264,32.60,2025-05-01,2025-05-08
529,24530,SO57264,3.99,2025-05-01,2025-05-08
528,23588,SO57265,4.99,2025-05-01,2025-05-08
536,23588,SO57265,29.99,2025-05-01,2025-05-08
480,23588,SO57265,2.29,2025-05-01,2025-05-08
478,20509,SO57266,9.99,2025-05-01,2025-05-08
478,20487,SO57267,9.99,2025-05-01,2025-05-08
475,20306,SO57268,69.99,2025-05-01,2025-05-08
477,18510,SO57269,4.99,2025-05-01,2025-05-08
474,19543,SO57270,69.99,2025-05-01,2025-05-08
473,19543,SO57270,63.50,2025-05-01,2025-05-08
528,23048,SO57271,4.99,2025-05-01,2025-05-08
485,23048,SO57271,21.98,2025-05-01,2025-05-08
463,23048,SO57271,24.49,2025-05-01,2025-05-08
477,17162,SO57272,4.99,2025-05-01,2025-05-08
222,17162,SO57272,34.99,2025-05-01,2025-05-08
528,15400,SO57273,4.99,2025-05-01,2025-05-08
475,13549,SO57274,69.99,2025-05-01,2025-05-08
463,13549,SO57274,24.49,2025-05-01,2025-05-08
528,16464,SO57275,4.99,2025-05-01,2025-05-08
529,18006,SO57276,3.99,2025-05-01,2025-05-08
222,18006,SO57276,34.99,2025-05-01,2025-05-08
538,26874,SO57277,21.49,2025-05-01,2025-05-08
480,26874,SO57277,2.29,2025-05-01,2025-05-08
477,22831,SO57278,4.99,2025-05-01,2025-05-08
214,22831,SO57278,34.99,2025-05-01,2025-05-08
530,16058,SO57279,4.99,2025-05-01,2025-05-08
480,16058,SO57279,2.29,2025-05-01,2025-05-08
530,16251,SO57280,4.99,2025-05-01,2025-05-08
537,11078,SO57281,35.00,2025-05-01,2025-05-08
537,12149,SO57282,35.00,2025-05-01,2025-05-08
528,12149,SO57282,4.99,2025-05-01,2025-05-08
222,12149,SO57282,34.99,2025-05-01,2025-05-08
478,13599,SO57283,9.99,2025-05-01,2025-05-08
477,13599,SO57283,4.99,2025-05-01,2025-05-08
479,11352,SO57284,8.99,2025-05-01,2025-05-08
477,11352,SO57284,4.99,2025-05-01,2025-05-08
596,19161,SO57285,539.99,2025-05-01,2025-05-08
485,19161,SO57285,21.98,2025-05-01,2025-05-08
478,19161,SO57285,9.99,2025-05-01,2025-05-08
477,19161,SO57285,4.99,2025-05-01,2025-05-08
484,19161,SO57285,7.95,2025-05-01,2025-05-08
590,14343,SO57286,769.49,2025-05-01,2025-05-08
475,14343,SO57286,69.99,2025-05-01,2025-05-08
357,13237,SO57287,2319.99,2025-05-01,2025-05-08
478,13237,SO57287,9.99,2025-05-01,2025-05-08
477,13237,SO57287,4.99,2025-05-01,2025-05-08
361,13277,SO57288,2294.99,2025-05-01,2025-05-08
485,13277,SO57288,21.98,2025-05-01,2025-05-08
355,13377,SO57289,2319.99,2025-05-01,2025-05-08
361,13460,SO57290,2294.99,2025-05-01,2025-05-08
565,12391,SO57291,742.35,2025-05-01,2025-05-08
222,12391,SO57291,34.99,2025-05-01,2025-05-08
587,14306,SO57292,769.49,2025-05-01,2025-05-08
536,14306,SO57292,29.99,2025-05-01,2025-05-08
528,14306,SO57292,4.99,2025-05-01,2025-05-08
222,14306,SO57292,34.99,2025-05-01,2025-05-08
562,11004,SO57293,2384.07,2025-05-01,2025-05-08
217,11004,SO57293,34.99,2025-05-01,2025-05-08
353,11029,SO57294,2319.99,2025-05-01,2025-05-08
222,11029,SO57294,34.99,2025-05-01,2025-05-08
489,11029,SO57294,53.99,2025-05-01,2025-05-08
353,12688,SO57295,2319.99,2025-05-01,2025-05-08
485,12688,SO57295,21.98,2025-05-01,2025-05-08
214,12688,SO57295,34.99,2025-05-01,2025-05-08
575,25059,SO57296,2384.07,2025-05-01,2025-05-08
491,25059,SO57296,53.99,2025-05-01,2025-05-08
467,25059,SO57296,24.49,2025-05-01,2025-05-08
386,23777,SO57297,1120.49,2025-05-01,2025-05-08
231,23777,SO57297,49.99,2025-05-01,2025-05-08
481,23777,SO57297,8.99,2025-05-01,2025-05-08
604,22587,SO57298,539.99,2025-05-01,2025-05-08
479,22587,SO57298,8.99,2025-05-01,2025-05-08
564,12648,SO57299,2384.07,2025-05-01,2025-05-08
541,12648,SO57299,28.99,2025-05-01,2025-05-08
467,12648,SO57299,24.49,2025-05-01,2025-05-08
530,12648,SO57299,4.99,2025-05-01,2025-05-08
564,15926,SO57300,2384.07,2025-05-01,2025-05-08
541,15926,SO57300,28.99,2025-05-01,2025-05-08
530,15926,SO57300,4.99,2025-05-01,2025-05-08
225,15926,SO57300,8.99,2025-05-01,2025-05-08
386,24914,SO57301,1120.49,2025-05-02,2025-05-09
529,24914,SO57301,3.99,2025-05-02,2025-05-09
539,24914,SO57301,24.99,2025-05-02,2025-05-09
382,24916,SO57302,1120.49,2025-05-02,2025-05-09
477,24916,SO57302,4.99,2025-05-02,2025-05-09
479,24916,SO57302,8.99,2025-05-02,2025-05-09
217,24916,SO57302,34.99,2025-05-02,2025-05-09
384,24919,SO57303,1120.49,2025-05-02,2025-05-09
539,24919,SO57303,24.99,2025-05-02,2025-05-09
529,24919,SO57303,3.99,2025-05-02,2025-05-09
225,24919,SO57303,8.99,2025-05-02,2025-05-09
491,24919,SO57303,53.99,2025-05-02,2025-05-09
384,24920,SO57304,1120.49,2025-05-02,2025-05-09
222,24920,SO57304,34.99,2025-05-02,2025-05-09
382,24362,SO57305,1120.49,2025-05-02,2025-05-09
539,24362,SO57305,24.99,2025-05-02,2025-05-09
529,24362,SO57305,3.99,2025-05-02,2025-05-09
484,24362,SO57305,7.95,2025-05-02,2025-05-09
390,24365,SO57306,1120.49,2025-05-02,2025-05-09
529,24365,SO57306,3.99,2025-05-02,2025-05-09
539,24365,SO57306,24.99,2025-05-02,2025-05-09
363,12226,SO57307,2294.99,2025-05-02,2025-05-09
478,12226,SO57307,9.99,2025-05-02,2025-05-09
225,12226,SO57307,8.99,2025-05-02,2025-05-09
477,12226,SO57307,4.99,2025-05-02,2025-05-09
484,11530,SO57308,7.95,2025-05-02,2025-05-09
535,14068,SO57309,24.99,2025-05-02,2025-05-09
480,14068,SO57309,2.29,2025-05-02,2025-05-09
528,15828,SO57310,4.99,2025-05-02,2025-05-09
536,15828,SO57310,29.99,2025-05-02,2025-05-09
477,15828,SO57310,4.99,2025-05-02,2025-05-09
478,15828,SO57310,9.99,2025-05-02,2025-05-09
529,25031,SO57311,3.99,2025-05-02,2025-05-09
538,25031,SO57311,21.49,2025-05-02,2025-05-09
475,26158,SO57312,69.99,2025-05-02,2025-05-09
465,26158,SO57312,24.49,2025-05-02,2025-05-09
474,13155,SO57313,69.99,2025-05-02,2025-05-09
473,13155,SO57313,63.50,2025-05-02,2025-05-09
376,16411,SO57314,2443.35,2025-05-02,2025-05-09
217,16411,SO57314,34.99,2025-05-02,2025-05-09
378,23925,SO57315,2443.35,2025-05-02,2025-05-09
477,23925,SO57315,4.99,2025-05-02,2025-05-09
479,23925,SO57315,8.99,2025-05-02,2025-05-09
490,11725,SO57316,53.99,2025-05-02,2025-05-09
225,12092,SO57317,8.99,2025-05-02,2025-05-09
231,11519,SO57318,49.99,2025-05-02,2025-05-09
529,11200,SO57319,3.99,2025-05-02,2025-05-09
538,11200,SO57319,21.49,2025-05-02,2025-05-09
217,11200,SO57319,34.99,2025-05-02,2025-05-09
530,27194,SO57320,4.99,2025-05-02,2025-05-09
541,27194,SO57320,28.99,2025-05-02,2025-05-09
217,27194,SO57320,34.99,2025-05-02,2025-05-09
482,27194,SO57320,8.99,2025-05-02,2025-05-09
541,27072,SO57321,28.99,2025-05-02,2025-05-09
480,27072,SO57321,2.29,2025-05-02,2025-05-09
541,26697,SO57322,28.99,2025-05-02,2025-05-09
540,11331,SO57323,32.60,2025-05-02,2025-05-09
480,11331,SO57323,2.29,2025-05-02,2025-05-09
535,11619,SO57324,24.99,2025-05-02,2025-05-09
528,11619,SO57324,4.99,2025-05-02,2025-05-09
217,11619,SO57324,34.99,2025-05-02,2025-05-09
536,22735,SO57325,29.99,2025-05-02,2025-05-09
528,22735,SO57325,4.99,2025-05-02,2025-05-09
536,23512,SO57326,29.99,2025-05-02,2025-05-09
540,24629,SO57327,32.60,2025-05-02,2025-05-09
529,24629,SO57327,3.99,2025-05-02,2025-05-09
473,24629,SO57327,63.50,2025-05-02,2025-05-09
477,21776,SO57328,4.99,2025-05-02,2025-05-09
478,21776,SO57328,9.99,2025-05-02,2025-05-09
225,21776,SO57328,8.99,2025-05-02,2025-05-09
474,19732,SO57329,69.99,2025-05-02,2025-05-09
481,19732,SO57329,8.99,2025-05-02,2025-05-09
472,19244,SO57330,63.50,2025-05-02,2025-05-09
474,19244,SO57330,69.99,2025-05-02,2025-05-09
477,17455,SO57331,4.99,2025-05-02,2025-05-09
480,17455,SO57331,2.29,2025-05-02,2025-05-09
477,17695,SO57332,4.99,2025-05-02,2025-05-09
487,17695,SO57332,54.99,2025-05-02,2025-05-09
484,17695,SO57332,7.95,2025-05-02,2025-05-09
225,25188,SO57333,8.99,2025-05-02,2025-05-09
477,25188,SO57333,4.99,2025-05-02,2025-05-09
528,16248,SO57334,4.99,2025-05-02,2025-05-09
222,16248,SO57334,34.99,2025-05-02,2025-05-09
485,19399,SO57335,21.98,2025-05-02,2025-05-09
214,19399,SO57335,34.99,2025-05-02,2025-05-09
463,19399,SO57335,24.49,2025-05-02,2025-05-09
485,18978,SO57336,21.98,2025-05-02,2025-05-09
465,18978,SO57336,24.49,2025-05-02,2025-05-09
214,18978,SO57336,34.99,2025-05-02,2025-05-09
476,28551,SO57337,69.99,2025-05-02,2025-05-09
536,21818,SO57338,29.99,2025-05-02,2025-05-09
480,21818,SO57338,2.29,2025-05-02,2025-05-09
486,21818,SO57338,159.00,2025-05-02,2025-05-09
537,11284,SO57339,35.00,2025-05-02,2025-05-09
480,11284,SO57339,2.29,2025-05-02,2025-05-09
484,11284,SO57339,7.95,2025-05-02,2025-05-09
537,11197,SO57340,35.00,2025-05-02,2025-05-09
528,11197,SO57340,4.99,2025-05-02,2025-05-09
480,11197,SO57340,2.29,2025-05-02,2025-05-09
528,12095,SO57341,4.99,2025-05-02,2025-05-09
537,12095,SO57341,35.00,2025-05-02,2025-05-09
484,12095,SO57341,7.95,2025-05-02,2025-05-09
528,14661,SO57342,4.99,2025-05-02,2025-05-09
537,14661,SO57342,35.00,2025-05-02,2025-05-09
217,14661,SO57342,34.99,2025-05-02,2025-05-09
528,11508,SO57343,4.99,2025-05-02,2025-05-09
537,11508,SO57343,35.00,2025-05-02,2025-05-09
217,11508,SO57343,34.99,2025-05-02,2025-05-09
537,12047,SO57344,35.00,2025-05-02,2025-05-09
485,13074,SO57345,21.98,2025-05-02,2025-05-09
222,13074,SO57345,34.99,2025-05-02,2025-05-09
214,12306,SO57346,34.99,2025-05-02,2025-05-09
485,13344,SO57347,21.98,2025-05-02,2025-05-09
225,13344,SO57347,8.99,2025-05-02,2025-05-09
228,13344,SO57347,49.99,2025-05-02,2025-05-09
591,19141,SO57348,564.99,2025-05-02,2025-05-09
478,19141,SO57348,9.99,2025-05-02,2025-05-09
477,19141,SO57348,4.99,2025-05-02,2025-05-09
581,17043,SO57349,1700.99,2025-05-02,2025-05-09
222,17043,SO57349,34.99,2025-05-02,2025-05-09
463,17043,SO57349,24.49,2025-05-02,2025-05-09
581,16784,SO57350,1700.99,2025-05-02,2025-05-09
222,16784,SO57350,34.99,2025-05-02,2025-05-09
582,17020,SO57351,1700.99,2025-05-02,2025-05-09
479,17020,SO57351,8.99,2025-05-02,2025-05-09
477,17020,SO57351,4.99,2025-05-02,2025-05-09
590,14387,SO57352,769.49,2025-05-02,2025-05-09
476,14387,SO57352,69.99,2025-05-02,2025-05-09
225,14387,SO57352,8.99,2025-05-02,2025-05-09
228,14387,SO57352,49.99,2025-05-02,2025-05-09
353,13299,SO57353,2319.99,2025-05-02,2025-05-09
537,13299,SO57353,35.00,2025-05-02,2025-05-09
528,13299,SO57353,4.99,2025-05-02,2025-05-09
485,13299,SO57353,21.98,2025-05-02,2025-05-09
478,13299,SO57353,9.99,2025-05-02,2025-05-09
359,13417,SO57354,2294.99,2025-05-02,2025-05-09
528,13417,SO57354,4.99,2025-05-02,2025-05-09
537,13417,SO57354,35.00,2025-05-02,2025-05-09
214,13417,SO57354,34.99,2025-05-02,2025-05-09
359,13346,SO57355,2294.99,2025-05-02,2025-05-09
485,13346,SO57355,21.98,2025-05-02,2025-05-09
359,13378,SO57356,2294.99,2025-05-02,2025-05-09
485,13378,SO57356,21.98,2025-05-02,2025-05-09
477,13378,SO57356,4.99,2025-05-02,2025-05-09
478,13378,SO57356,9.99,2025-05-02,2025-05-09
225,13378,SO57356,8.99,2025-05-02,2025-05-09
606,22175,SO57357,539.99,2025-05-02,2025-05-09
214,22175,SO57357,34.99,2025-05-02,2025-05-09
605,21380,SO57358,539.99,2025-05-02,2025-05-09
477,21380,SO57358,4.99,2025-05-02,2025-05-09
479,21380,SO57358,8.99,2025-05-02,2025-05-09
606,21389,SO57359,539.99,2025-05-02,2025-05-09
479,21389,SO57359,8.99,2025-05-02,2025-05-09
477,21389,SO57359,4.99,2025-05-02,2025-05-09
222,21389,SO57359,34.99,2025-05-02,2025-05-09
563,29319,SO57360,2384.07,2025-05-02,2025-05-09
488,29319,SO57360,53.99,2025-05-02,2025-05-09
225,29319,SO57360,8.99,2025-05-02,2025-05-09
562,11005,SO57361,2384.07,2025-05-02,2025-05-09
378,19791,SO57362,2443.35,2025-05-02,2025-05-09
529,19791,SO57362,3.99,2025-05-02,2025-05-09
540,19791,SO57362,32.60,2025-05-02,2025-05-09
570,26499,SO57363,742.35,2025-05-02,2025-05-09
222,26499,SO57363,34.99,2025-05-02,2025-05-09
573,25050,SO57364,2384.07,2025-05-02,2025-05-09
214,25050,SO57364,34.99,2025-05-02,2025-05-09
606,22898,SO57365,539.99,2025-05-02,2025-05-09
606,21582,SO57366,539.99,2025-05-02,2025-05-09
479,21582,SO57366,8.99,2025-05-02,2025-05-09
477,21582,SO57366,4.99,2025-05-02,2025-05-09
217,21582,SO57366,34.99,2025-05-02,2025-05-09
388,18841,SO57367,1120.49,2025-05-02,2025-05-09
539,18841,SO57367,24.99,2025-05-02,2025-05-09
577,14210,SO57368,1214.85,2025-05-02,2025-05-09
571,14286,SO57369,742.35,2025-05-02,2025-05-09
477,14286,SO57369,4.99,2025-05-02,2025-05-09
479,14286,SO57369,8.99,2025-05-02,2025-05-09
489,14286,SO57369,53.99,2025-05-02,2025-05-09
231,11212,SO57370,49.99,2025-05-03,2025-05-10
535,12247,SO57371,24.99,2025-05-03,2025-05-10
480,12247,SO57371,2.29,2025-05-03,2025-05-10
539,15829,SO57372,24.99,2025-05-03,2025-05-10
529,15137,SO57373,3.99,2025-05-03,2025-05-10
539,15137,SO57373,24.99,2025-05-03,2025-05-10
222,15137,SO57373,34.99,2025-05-03,2025-05-10
536,17290,SO57374,29.99,2025-05-03,2025-05-10
528,20233,SO57375,4.99,2025-05-03,2025-05-10
536,20233,SO57375,29.99,2025-05-03,2025-05-10
214,20233,SO57375,34.99,2025-05-03,2025-05-10
477,20277,SO57376,4.99,2025-05-03,2025-05-10
528,22209,SO57377,4.99,2025-05-03,2025-05-10
537,22209,SO57377,35.00,2025-05-03,2025-05-10
222,22209,SO57377,34.99,2025-05-03,2025-05-10
528,22212,SO57378,4.99,2025-05-03,2025-05-10
537,22212,SO57378,35.00,2025-05-03,2025-05-10
479,20218,SO57379,8.99,2025-05-03,2025-05-10
477,20218,SO57379,4.99,2025-05-03,2025-05-10
487,20218,SO57379,54.99,2025-05-03,2025-05-10
484,20218,SO57379,7.95,2025-05-03,2025-05-10
480,11212,SO57380,2.29,2025-05-03,2025-05-10
225,28615,SO57381,8.99,2025-05-03,2025-05-10
483,13099,SO57382,120.00,2025-05-03,2025-05-10
529,11172,SO57383,3.99,2025-05-03,2025-05-10
217,11172,SO57383,34.99,2025-05-03,2025-05-10
539,29129,SO57384,24.99,2025-05-03,2025-05-10
530,27233,SO57385,4.99,2025-05-03,2025-05-10
541,27233,SO57385,28.99,2025-05-03,2025-05-10
467,27233,SO57385,24.49,2025-05-03,2025-05-10
529,24740,SO57386,3.99,2025-05-03,2025-05-10
540,24740,SO57386,32.60,2025-05-03,2025-05-10
217,24740,SO57386,34.99,2025-05-03,2025-05-10
465,24740,SO57386,24.49,2025-05-03,2025-05-10
529,13941,SO57387,3.99,2025-05-03,2025-05-10
540,13941,SO57387,32.60,2025-05-03,2025-05-10
480,13941,SO57387,2.29,2025-05-03,2025-05-10
529,24350,SO57388,3.99,2025-05-03,2025-05-10
540,24350,SO57388,32.60,2025-05-03,2025-05-10
217,24350,SO57388,34.99,2025-05-03,2025-05-10
540,24617,SO57389,32.60,2025-05-03,2025-05-10
480,24617,SO57389,2.29,2025-05-03,2025-05-10
536,22096,SO57390,29.99,2025-05-03,2025-05-10
528,22096,SO57390,4.99,2025-05-03,2025-05-10
214,22096,SO57390,34.99,2025-05-03,2025-05-10
472,22096,SO57390,63.50,2025-05-03,2025-05-10
477,22024,SO57391,4.99,2025-05-03,2025-05-10
478,22024,SO57391,9.99,2025-05-03,2025-05-10
225,22024,SO57391,8.99,2025-05-03,2025-05-10
478,11868,SO57392,9.99,2025-05-03,2025-05-10
477,11868,SO57392,4.99,2025-05-03,2025-05-10
476,20358,SO57393,69.99,2025-05-03,2025-05-10
488,20358,SO57393,53.99,2025-05-03,2025-05-10
477,27049,SO57394,4.99,2025-05-03,2025-05-10
475,19136,SO57395,69.99,2025-05-03,2025-05-10
481,19136,SO57395,8.99,2025-05-03,2025-05-10
477,17418,SO57396,4.99,2025-05-03,2025-05-10
217,17418,SO57396,34.99,2025-05-03,2025-05-10
528,22359,SO57397,4.99,2025-05-03,2025-05-10
480,22359,SO57397,2.29,2025-05-03,2025-05-10
477,17015,SO57398,4.99,2025-05-03,2025-05-10
528,15013,SO57399,4.99,2025-05-03,2025-05-10
485,15013,SO57399,21.98,2025-05-03,2025-05-10
528,19928,SO57400,4.99,2025-05-03,2025-05-10
528,19071,SO57401,4.99,2025-05-03,2025-05-10
485,19071,SO57401,21.98,2025-05-03,2025-05-10
222,19071,SO57401,34.99,2025-05-03,2025-05-10
491,19071,SO57401,53.99,2025-05-03,2025-05-10
529,23953,SO57402,3.99,2025-05-03,2025-05-10
530,27163,SO57403,4.99,2025-05-03,2025-05-10
480,27163,SO57403,2.29,2025-05-03,2025-05-10
537,11792,SO57404,35.00,2025-05-03,2025-05-10
528,13231,SO57405,4.99,2025-05-03,2025-05-10
537,13231,SO57405,35.00,2025-05-03,2025-05-10
222,13231,SO57405,34.99,2025-05-03,2025-05-10
528,11504,SO57406,4.99,2025-05-03,2025-05-10
537,11504,SO57406,35.00,2025-05-03,2025-05-10
480,11504,SO57406,2.29,2025-05-03,2025-05-10
485,14076,SO57407,21.98,2025-05-03,2025-05-10
234,14076,SO57407,49.99,2025-05-03,2025-05-10
537,13303,SO57408,35.00,2025-05-03,2025-05-10
528,13303,SO57408,4.99,2025-05-03,2025-05-10
480,13303,SO57408,2.29,2025-05-03,2025-05-10
485,17481,SO57409,21.98,2025-05-03,2025-05-10
222,17481,SO57409,34.99,2025-05-03,2025-05-10
357,13280,SO57410,2319.99,2025-05-03,2025-05-10
485,13280,SO57410,21.98,2025-05-03,2025-05-10
214,13280,SO57410,34.99,2025-05-03,2025-05-10
361,12447,SO57411,2294.99,2025-05-03,2025-05-10
485,12447,SO57411,21.98,2025-05-03,2025-05-10
478,12447,SO57411,9.99,2025-05-03,2025-05-10
477,12447,SO57411,4.99,2025-05-03,2025-05-10
355,13367,SO57412,2319.99,2025-05-03,2025-05-10
478,13367,SO57412,9.99,2025-05-03,2025-05-10
477,13367,SO57412,4.99,2025-05-03,2025-05-10
567,14928,SO57413,742.35,2025-05-03,2025-05-10
225,14928,SO57413,8.99,2025-05-03,2025-05-10
577,11432,SO57414,1214.85,2025-05-03,2025-05-10
530,11432,SO57414,4.99,2025-05-03,2025-05-10
541,11432,SO57414,28.99,2025-05-03,2025-05-10
222,11432,SO57414,34.99,2025-05-03,2025-05-10
580,14134,SO57415,1700.99,2025-05-03,2025-05-10
217,14134,SO57415,34.99,2025-05-03,2025-05-10
228,14134,SO57415,49.99,2025-05-03,2025-05-10
604,28308,SO57416,539.99,2025-05-03,2025-05-10
477,28308,SO57416,4.99,2025-05-03,2025-05-10
479,28308,SO57416,8.99,2025-05-03,2025-05-10
214,28308,SO57416,34.99,2025-05-03,2025-05-10
605,22170,SO57417,539.99,2025-05-03,2025-05-10
538,22170,SO57417,21.49,2025-05-03,2025-05-10
480,22170,SO57417,2.29,2025-05-03,2025-05-10
573,11000,SO57418,2384.07,2025-05-03,2025-05-10
541,11000,SO57418,28.99,2025-05-03,2025-05-10
530,11000,SO57418,4.99,2025-05-03,2025-05-10
214,11000,SO57418,34.99,2025-05-03,2025-05-10
488,11000,SO57418,53.99,2025-05-03,2025-05-10
599,15833,SO57419,539.99,2025-05-03,2025-05-10
363,12689,SO57420,2294.99,2025-05-03,2025-05-10
485,12689,SO57420,21.98,2025-05-03,2025-05-10
478,12689,SO57420,9.99,2025-05-03,2025-05-10
477,12689,SO57420,4.99,2025-05-03,2025-05-10
563,25064,SO57421,2384.07,2025-05-03,2025-05-10
489,25064,SO57421,53.99,2025-05-03,2025-05-10
225,25064,SO57421,8.99,2025-05-03,2025-05-10
576,25075,SO57422,2384.07,2025-05-03,2025-05-10
222,25075,SO57422,34.99,2025-05-03,2025-05-10
237,25075,SO57422,49.99,2025-05-03,2025-05-10
606,23066,SO57423,539.99,2025-05-03,2025-05-10
479,23066,SO57423,8.99,2025-05-03,2025-05-10
477,23066,SO57423,4.99,2025-05-03,2025-05-10
472,23066,SO57423,63.50,2025-05-03,2025-05-10
386,20097,SO57424,1120.49,2025-05-03,2025-05-10
390,20108,SO57425,1120.49,2025-05-03,2025-05-10
214,20108,SO57425,34.99,2025-05-03,2025-05-10
584,22322,SO57426,539.99,2025-05-03,2025-05-10
529,22322,SO57426,3.99,2025-05-03,2025-05-10
538,22322,SO57426,21.49,2025-05-03,2025-05-10
214,22322,SO57426,34.99,2025-05-03,2025-05-10
569,13974,SO57427,742.35,2025-05-03,2025-05-10
488,13974,SO57427,53.99,2025-05-03,2025-05-10
597,14969,SO57428,539.99,2025-05-04,2025-05-11
484,11926,SO57429,7.95,2025-05-04,2025-05-11
485,18734,SO57430,21.98,2025-05-04,2025-05-11
537,22001,SO57431,35.00,2025-05-04,2025-05-11
528,22001,SO57431,4.99,2025-05-04,2025-05-11
217,22001,SO57431,34.99,2025-05-04,2025-05-11
477,23643,SO57432,4.99,2025-05-04,2025-05-11
530,23305,SO57433,4.99,2025-05-04,2025-05-11
480,23305,SO57433,2.29,2025-05-04,2025-05-11
480,12038,SO57434,2.29,2025-05-04,2025-05-11
580,21106,SO57435,1700.99,2025-05-04,2025-05-11
488,21106,SO57435,53.99,2025-05-04,2025-05-11
539,11520,SO57436,24.99,2025-05-04,2025-05-11
539,28982,SO57437,24.99,2025-05-04,2025-05-11
480,28982,SO57437,2.29,2025-05-04,2025-05-11
529,11506,SO57438,3.99,2025-05-04,2025-05-11
539,11506,SO57438,24.99,2025-05-04,2025-05-11
222,11506,SO57438,34.99,2025-05-04,2025-05-11
539,28632,SO57439,24.99,2025-05-04,2025-05-11
234,28632,SO57439,49.99,2025-05-04,2025-05-11
538,26268,SO57440,21.49,2025-05-04,2025-05-11
529,26268,SO57440,3.99,2025-05-04,2025-05-11
217,26268,SO57440,34.99,2025-05-04,2025-05-11
528,25348,SO57441,4.99,2025-05-04,2025-05-11
535,25348,SO57441,24.99,2025-05-04,2025-05-11
214,25348,SO57441,34.99,2025-05-04,2025-05-11
540,24236,SO57442,32.60,2025-05-04,2025-05-11
529,24236,SO57442,3.99,2025-05-04,2025-05-11
222,24236,SO57442,34.99,2025-05-04,2025-05-11
228,24236,SO57442,49.99,2025-05-04,2025-05-11
535,25342,SO57443,24.99,2025-05-04,2025-05-11
528,23736,SO57444,4.99,2025-05-04,2025-05-11
536,23736,SO57444,29.99,2025-05-04,2025-05-11
484,23736,SO57444,7.95,2025-05-04,2025-05-11
540,19648,SO57445,32.60,2025-05-04,2025-05-11
529,19648,SO57445,3.99,2025-05-04,2025-05-11
475,20139,SO57446,69.99,2025-05-04,2025-05-11
477,17698,SO57447,4.99,2025-05-04,2025-05-11
487,17698,SO57447,54.99,2025-05-04,2025-05-11
482,17698,SO57447,8.99,2025-05-04,2025-05-11
477,16857,SO57448,4.99,2025-05-04,2025-05-11
234,16857,SO57448,49.99,2025-05-04,2025-05-11
528,15981,SO57449,4.99,2025-05-04,2025-05-11
483,15981,SO57449,120.00,2025-05-04,2025-05-11
528,14758,SO57450,4.99,2025-05-04,2025-05-11
217,14758,SO57450,34.99,2025-05-04,2025-05-11
528,20103,SO57451,4.99,2025-05-04,2025-05-11
217,20103,SO57451,34.99,2025-05-04,2025-05-11
473,20103,SO57451,63.50,2025-05-04,2025-05-11
536,20140,SO57452,29.99,2025-05-04,2025-05-11
537,15689,SO57453,35.00,2025-05-04,2025-05-11
536,21026,SO57454,29.99,2025-05-04,2025-05-11
482,21026,SO57454,8.99,2025-05-04,2025-05-11
529,26849,SO57455,3.99,2025-05-04,2025-05-11
217,26849,SO57455,34.99,2025-05-04,2025-05-11
529,25592,SO57456,3.99,2025-05-04,2025-05-11
217,25592,SO57456,34.99,2025-05-04,2025-05-11
529,27964,SO57457,3.99,2025-05-04,2025-05-11
480,27964,SO57457,2.29,2025-05-04,2025-05-11
537,14084,SO57458,35.00,2025-05-04,2025-05-11
537,11701,SO57459,35.00,2025-05-04,2025-05-11
528,11701,SO57459,4.99,2025-05-04,2025-05-11
217,11701,SO57459,34.99,2025-05-04,2025-05-11
537,11840,SO57460,35.00,2025-05-04,2025-05-11
480,11840,SO57460,2.29,2025-05-04,2025-05-11
478,12721,SO57461,9.99,2025-05-04,2025-05-11
477,12721,SO57461,4.99,2025-05-04,2025-05-11
485,13305,SO57462,21.98,2025-05-04,2025-05-11
228,13305,SO57462,49.99,2025-05-04,2025-05-11
